seqnames	start	end	width	strand	component	qvalue	enrichment
chr21	43816751	43817000	250	*	1	8.80471373234356e-11	1.03835670037409
chr21	44268001	44268250	250	*	1	9.87107036049566e-11	0.883957376097172
chr21	23968501	23968750	250	*	1	1.04894344883821e-10	0.97291309027704
chr21	36585001	36585250	250	*	1	1.04894344883821e-10	0.97291309027704
chr21	24375251	24375500	250	*	1	1.13228798035739e-10	1.18432785746953
chr21	44718751	44719000	250	*	1	1.96996873333254e-10	1.07039824260343
chr21	37220501	37220750	250	*	1	2.34312025153651e-10	0.737768414622856
chr21	18295251	18295500	250	*	1	2.53642335955712e-10	0.993993384404908
chr21	41612251	41612500	250	*	1	2.63716006416804e-10	0.787846189539014
chr21	25607251	25607500	250	*	1	2.90029699004228e-10	0.689000810092672
chr21	14119251	14119500	250	*	1	3.20634820853711e-10	1.36726165549511
chr21	44846001	44846250	250	*	1	3.46983220089538e-10	0.75315876186217
chr21	44509751	44510000	250	*	1	4.20796706452169e-10	1.11054064654928
chr21	25562001	25562250	250	*	1	4.84083327920913e-10	0.67804927678181
chr21	45550001	45550250	250	*	1	5.7524022467786e-10	0.867638556702254
chr21	31180501	31180750	250	*	1	6.7300498856015e-10	0.954829831835455
chr21	33445501	33445750	250	*	1	7.28199495541327e-10	0.711044974474623
chr21	41917251	41917500	250	*	1	8.53435643374076e-10	1.16274374347397
chr21	25567501	25567750	250	*	1	1.3017286620759e-09	0.657166318563437
chr21	43719001	43719250	250	*	1	1.60549201988046e-09	1.23447564482321
chr21	41321251	41321500	250	*	1	1.6565978290274e-09	0.974876605691354
chr21	17585751	17586000	250	*	1	1.67578483130393e-09	0.919774009500609
chr21	36989751	36990000	250	*	1	1.72010487398042e-09	0.738923336338468
chr21	37563501	37563750	250	*	1	2.14827184711684e-09	0.665425449168129
chr21	26732501	26732750	250	*	1	2.63642765687273e-09	1.34247858691382
chr21	36747751	36748000	250	*	1	2.88830615298063e-09	2.51258990139996
chr21	41168001	41168250	250	*	1	2.88830615298063e-09	2.51258990139996
chr21	26170501	26170750	250	*	1	3.00905707156072e-09	1.08895653255372
chr21	36541751	36542000	250	*	1	3.46700396463973e-09	0.654821063190702
chr21	45138501	45138750	250	*	1	3.91056644596969e-09	0.888045441862127
chr21	25350251	25350500	250	*	1	3.93589426115813e-09	0.998964284555327
chr21	41839251	41839500	250	*	1	3.93589426115813e-09	0.998964284555327
chr21	45236501	45236750	250	*	1	3.93589426115813e-09	0.998964284555327
chr21	15826001	15826250	250	*	1	4.1855596771953e-09	0.935713053121902
chr21	14306751	14307000	250	*	1	6.26414442716333e-09	1.1396705467081
chr21	31499001	31499250	250	*	1	6.26414442716333e-09	1.1396705467081
chr21	33895001	33895250	250	*	1	6.26414442716333e-09	1.1396705467081
chr21	34243501	34243750	250	*	1	6.84017762272403e-09	0.825784930541783
chr21	17586001	17586250	250	*	1	6.84547072308394e-09	0.757418307072997
chr21	42117251	42117500	250	*	1	6.84547072308394e-09	0.757418307072997
chr21	25790001	25790250	250	*	1	9.13521708565506e-09	1.02853849150265
chr21	31347501	31347750	250	*	1	9.13521708565506e-09	1.02853849150265
chr21	36484251	36484500	250	*	1	9.13521708565506e-09	1.02853849150265
chr21	37564251	37564500	250	*	1	9.13521708565506e-09	0.652306562023273
chr21	45309251	45309500	250	*	1	9.13521708565506e-09	1.02853849150265
chr21	32359751	32360000	250	*	1	1.20599218967133e-08	1.20969257624191
chr21	39153501	39153750	250	*	1	1.20599218967133e-08	1.20969257624191
chr21	31198501	31198750	250	*	1	1.42416844611617e-08	0.70921775221546
chr21	36141751	36142000	250	*	1	1.42416844611617e-08	0.70921775221546
chr21	25561501	25561750	250	*	1	1.51129993988995e-08	0.68315518300804
chr21	17512501	17512750	250	*	1	2.07712172290014e-08	1.06588333578785
chr21	46551751	46552000	250	*	1	2.07712172290014e-08	1.06588333578785
chr21	39313751	39314000	250	*	1	2.21603476753388e-08	0.724021563709593
chr21	30463751	30464000	250	*	1	2.23782783875152e-08	0.868928663148573
chr21	43865251	43865500	250	*	1	2.62699366786921e-08	2.48072050265622
chr21	41612501	41612750	250	*	1	2.6428767825453e-08	0.78126616632865
chr21	46153501	46153750	250	*	1	2.6428767825453e-08	0.78126616632865
chr21	14253751	14254000	250	*	1	3.86350448194818e-08	0.708495453872451
chr21	21921751	21922000	250	*	1	4.48869707288277e-08	1.11488747812681
chr21	27564751	27565000	250	*	1	4.48869707288277e-08	1.11488747812681
chr21	28517251	28517500	250	*	1	4.48869707288277e-08	1.11488747812681
chr21	34544001	34544250	250	*	1	4.79591671081791e-08	0.839950140472335
chr21	42309501	42309750	250	*	1	4.98364650101705e-08	0.761047598816301
chr21	34671001	34671250	250	*	1	5.84794404665427e-08	0.880381593681841
chr21	31142751	31143000	250	*	1	6.06304327423183e-08	1.00546529473679
chr21	39138001	39138250	250	*	1	6.06304327423183e-08	1.00546529473679
chr21	36504501	36504750	250	*	1	6.53439269942733e-08	0.693658015205474
chr21	25895751	25896000	250	*	1	7.12826535729554e-08	0.784702357832076
chr21	34073251	34073500	250	*	1	9.07698146870261e-08	1.18292578137373
chr21	42537251	42537500	250	*	1	9.10366167520203e-08	0.741981558926398
chr21	39314001	39314250	250	*	1	9.77463516646043e-08	0.813282738466075
chr21	42360501	42360750	250	*	1	9.77463516646043e-08	0.813282738466075
chr21	33480251	33480500	250	*	1	1.03560612716558e-07	0.707702744314675
chr21	44800251	44800500	250	*	1	1.0884751960052e-07	0.679450740690256
chr21	39715751	39716000	250	*	1	1.2654734565171e-07	0.848653026043359
chr21	39445501	39445750	250	*	1	1.34375835256651e-07	0.763182907887066
chr21	29500001	29500250	250	*	1	1.40736374469927e-07	1.04110026720656
chr21	32688001	32688250	250	*	1	1.40736374469927e-07	1.04110026720656
chr21	41817501	41817750	250	*	1	1.50437092085058e-07	0.89385330202113
chr21	36631001	36631250	250	*	1	1.59447969134023e-07	0.954306973793901
chr21	43829501	43829750	250	*	1	1.62687281585522e-07	1.28661585302489
chr21	44310751	44311000	250	*	1	1.62687281585522e-07	1.28661585302489
chr21	42330751	42331000	250	*	1	1.77204079737438e-07	0.665822276310215
chr21	37916251	37916500	250	*	1	2.39419781224523e-07	2.44549265480906
chr21	15730001	15730250	250	*	1	2.44948013504551e-07	1.47818727596127
chr21	31509501	31509750	250	*	1	2.60486428871082e-07	0.819674503367121
chr21	37463001	37463250	250	*	1	2.86595841007873e-07	0.652727300542023
chr21	46402501	46402750	250	*	1	3.15254040320508e-07	1.08812068325862
chr21	23853751	23854000	250	*	1	3.88888334228643e-07	0.909943657824714
chr21	37619751	37620000	250	*	1	3.91195763612785e-07	0.980682226155489
chr21	37659001	37659250	250	*	1	3.91195763612785e-07	0.980682226155489
chr21	41917001	41917250	250	*	1	3.91195763612785e-07	0.980682226155489
chr21	29090251	29090500	250	*	1	4.72369616617337e-07	0.690546963233634
chr21	37533251	37533500	250	*	1	4.72369616617337e-07	0.690546963233634
chr21	17931001	17931250	250	*	1	6.63192228864637e-07	0.744066129173512
chr21	23936251	23936500	250	*	1	6.63192228864637e-07	1.15382984235299
chr21	32143751	32144000	250	*	1	6.63192228864637e-07	1.15382984235299
chr21	36260751	36261000	250	*	1	6.63192228864637e-07	0.744066129173512
chr21	44817751	44818000	250	*	1	6.63192228864637e-07	1.15382984235299
chr21	33901751	33902000	250	*	1	9.43998857984472e-07	1.01433347233838
chr21	38621251	38621500	250	*	1	9.43998857984472e-07	1.01433347233838
chr21	36422501	36422750	250	*	1	9.82952756955474e-07	0.768309256281431
chr21	42011251	42011500	250	*	1	1.18667240197866e-06	0.723847561661163
chr21	46210501	46210750	250	*	1	1.2797967049284e-06	1.25474645428115
chr21	17931251	17931500	250	*	1	1.39805297290903e-06	0.798090389371563
chr21	44338251	44338500	250	*	1	1.66585980233166e-06	0.604940421401535
chr21	25562251	25562500	250	*	1	1.72110387711432e-06	0.565313343355827
chr21	30839501	30839750	250	*	1	1.87466149072059e-06	0.835724282920415
chr21	45098751	45099000	250	*	1	2.05898822810925e-06	0.70478152177126
chr21	23854001	23854250	250	*	1	2.19768227624947e-06	1.05902474423788
chr21	35616251	35616500	250	*	1	2.19768227624947e-06	1.05902474423788
chr21	33588501	33588750	250	*	1	2.29466813058795e-06	0.885160589243417
chr21	34517501	34517750	250	*	1	2.29466813058795e-06	0.885160589243417
chr21	38806251	38806500	250	*	1	2.29466813058795e-06	0.885160589243417
chr21	16194501	16194750	250	*	1	2.48605326892921e-06	0.953915431287307
chr21	36615251	36615500	250	*	1	2.48605326892921e-06	0.953915431287307
chr21	33269001	33269250	250	*	1	2.86574101851175e-06	0.611662580892016
chr21	44267501	44267750	250	*	1	3.76829636567251e-06	0.803995715281933
chr21	46371501	46371750	250	*	1	3.76829636567251e-06	0.803995715281933
chr21	14306501	14306750	250	*	1	4.86642131015411e-06	1.12196044360925
chr21	25507751	25508000	250	*	1	4.9252571536698e-06	0.746725142285873
chr21	36419751	36420000	250	*	1	4.9252571536698e-06	0.746725142285873
chr21	18500001	18500250	250	*	1	4.96483391276097e-06	0.845997036673965
chr21	42851001	42851250	250	*	1	4.96483391276097e-06	0.845997036673965
chr21	43315251	43315500	250	*	1	4.96483391276097e-06	0.845997036673965
chr21	33947751	33948000	250	*	1	5.53393314998172e-06	0.703571924555948
chr21	38734251	38734500	250	*	1	5.53393314998172e-06	0.703571924555948
chr21	29092751	29093000	250	*	1	5.9529111271731e-06	0.902757110344422
chr21	42309001	42309250	250	*	1	5.9529111271731e-06	0.902757110344422
chr21	37675501	37675750	250	*	1	6.12085779398286e-06	0.985237533317631
chr21	45444001	45444250	250	*	1	6.12085779398286e-06	0.985237533317631
chr21	14253501	14253750	250	*	1	7.16864799456826e-06	0.775017192605695
chr21	25607751	25608000	250	*	1	7.16864799456826e-06	0.775017192605695
chr21	43975751	43976000	250	*	1	7.16864799456826e-06	0.775017192605695
chr21	45292751	45293000	250	*	1	8.68080521246246e-06	0.72372582801775
chr21	38334251	38334500	250	*	1	9.74558539363483e-06	1.21951860643399
chr21	44761501	44761750	250	*	1	1.00931651623335e-05	0.810941214339118
chr21	37087251	37087500	250	*	1	1.33639693681655e-05	0.748349790599435
chr21	26717251	26717500	250	*	1	1.48184191441393e-05	1.02715534549414
chr21	27803001	27803250	250	*	1	1.48184191441393e-05	1.02715534549414
chr21	29092501	29092750	250	*	1	1.48184191441393e-05	1.02715534549414
chr21	41369251	41369500	250	*	1	1.52782664597301e-05	0.666468032336685
chr21	32994251	32994500	250	*	1	1.52925229609048e-05	0.924819492266564
chr21	42320001	42320250	250	*	1	1.52925229609048e-05	0.924819492266564
chr21	45880751	45881000	250	*	1	1.52925229609048e-05	0.924819492266564
chr21	31065001	31065250	250	*	1	1.67200193536814e-05	1.40358100030974
chr21	34231501	34231750	250	*	1	1.67200193536814e-05	1.40358100030974
chr21	44835501	44835750	250	*	1	1.67200193536814e-05	1.40358100030974
chr21	36966251	36966500	250	*	1	1.93657921882716e-05	0.779212646700636
chr21	42381251	42381500	250	*	1	1.93657921882716e-05	0.779212646700636
chr21	44304751	44305000	250	*	1	1.93657921882716e-05	0.779212646700636
chr21	45880251	45880500	250	*	1	1.93657921882716e-05	0.779212646700636
chr21	39136251	39136500	250	*	1	1.96608730241849e-05	2.36147489825428
chr21	40512751	40513000	250	*	1	1.96608730241849e-05	2.36147489825428
chr21	25507501	25507750	250	*	1	2.33633287871072e-05	0.723651945520005
chr21	43864501	43864750	250	*	1	2.33633287871072e-05	0.723651945520005
chr21	37220751	37221000	250	*	1	2.38987961738114e-05	0.571465820925576
chr21	15483001	15483250	250	*	1	2.40718002654247e-05	0.649353123394249
chr21	36976751	36977000	250	*	1	2.40718002654247e-05	0.649353123394249
chr21	37563751	37564000	250	*	1	2.88218762936981e-05	0.588567756093544
chr21	24045751	24046000	250	*	1	3.37382798931727e-05	1.08673259576208
chr21	30434001	30434250	250	*	1	3.43191035485656e-05	0.873661171323678
chr21	34912251	34912500	250	*	1	3.43191035485656e-05	0.873661171323678
chr21	42890501	42890750	250	*	1	3.43191035485656e-05	0.873661171323678
chr21	45443751	45444000	250	*	1	3.43191035485656e-05	0.873661171323678
chr21	33265751	33266000	250	*	1	3.78474466473494e-05	0.633071288973281
chr21	30044751	30045000	250	*	1	3.83172210061888e-05	0.953368134573895
chr21	38505501	38505750	250	*	1	3.83172210061888e-05	0.953368134573895
chr21	37073501	37073750	250	*	1	4.20752561323875e-05	0.576423541369391
chr21	23452751	23453000	250	*	1	5.20076094691673e-05	0.784174419470937
chr21	38236251	38236500	250	*	1	5.20076094691673e-05	0.784174419470937
chr21	45768501	45768750	250	*	1	5.20076094691673e-05	0.784174419470937
chr21	45768751	45769000	250	*	1	5.20076094691673e-05	0.784174419470937
chr21	25350001	25350250	250	*	1	6.31274223744551e-05	0.723566722018138
chr21	37497001	37497250	250	*	1	6.31274223744551e-05	0.723566722018138
chr21	42064251	42064500	250	*	1	6.65781803390346e-05	0.679133181306872
chr21	29817501	29817750	250	*	1	7.14761650409686e-05	1.18014017862963
chr21	31992001	31992250	250	*	1	7.14761650409686e-05	1.18014017862963
chr21	43760501	43760750	250	*	1	7.14761650409686e-05	1.18014017862963
chr21	43979751	43980000	250	*	1	7.16199072024335e-05	0.829297855354492
chr21	21102001	21102250	250	*	1	9.01881576132543e-05	0.892950093522828
chr21	23131251	23131500	250	*	1	9.49459339771857e-05	0.991927497646979
chr21	31041501	31041750	250	*	1	9.49459339771857e-05	0.991927497646979
chr21	38712001	38712250	250	*	1	9.49459339771857e-05	0.991927497646979
chr21	42256001	42256250	250	*	1	9.49459339771857e-05	0.991927497646979
chr21	34091751	34092000	250	*	1	9.60542831833078e-05	0.752445851832454
chr21	41862251	41862500	250	*	1	9.60542831833078e-05	0.752445851832454
chr21	25567751	25568000	250	*	1	0.000130758903684769	0.588500465953945
chr21	21751501	21751750	250	*	1	0.000132876372428859	1.35894167155933
chr21	39137251	39137500	250	*	1	0.000132876372428859	1.35894167155933
chr21	40386251	40386500	250	*	1	0.000132876372428859	1.35894167155933
chr21	44067501	44067750	250	*	1	0.000132876372428859	1.35894167155933
chr21	29849501	29849750	250	*	1	0.000139988830515014	0.790134302785039
chr21	33855251	33855500	250	*	1	0.000139988830515014	0.790134302785039
chr21	36479001	36479250	250	*	1	0.000139988830515014	0.790134302785039
chr21	44618501	44618750	250	*	1	0.000139988830515014	0.790134302785039
chr21	36430001	36430250	250	*	1	0.000151283844104974	0.611487174977724
chr21	36422001	36422250	250	*	1	0.000169516255586762	0.63984857390462
chr21	41461001	41461250	250	*	1	0.000169516255586762	0.723467329156217
chr21	41768751	41769000	250	*	1	0.000169516255586762	0.723467329156217
chr21	44817501	44817750	250	*	1	0.000169516255586762	0.723467329156217
chr21	44800001	44800250	250	*	1	0.000176980207289719	0.675869562670585
chr21	20971251	20971500	250	*	1	0.000188882922780077	0.841791772579942
chr21	25639501	25639750	250	*	1	0.000188882922780077	0.841791772579942
chr21	31457751	31458000	250	*	1	0.000188882922780077	0.841791772579942
chr21	41896001	41896250	250	*	1	0.000188882922780077	0.841791772579942
chr21	44718501	44718750	250	*	1	0.000188882922780077	0.841791772579942
chr21	45236751	45237000	250	*	1	0.000188882922780077	0.841791772579942
chr21	31933751	31934000	250	*	1	0.000225268259076829	1.04735416795772
chr21	26171001	26171250	250	*	1	0.000229161489775717	0.91814028672673
chr21	34072751	34073000	250	*	1	0.000229161489775717	0.91814028672673
chr21	34201751	34202000	250	*	1	0.000229161489775717	0.91814028672673
chr21	37446751	37447000	250	*	1	0.000229161489775717	0.91814028672673
chr21	45596501	45596750	250	*	1	0.000257951228912515	0.755078480450193
chr21	25640001	25640250	250	*	1	0.000283610530597998	0.654350112725575
chr21	46326251	46326500	250	*	1	0.000283610530597998	0.654350112725575
chr21	32570001	32570250	250	*	1	0.000395933376427359	0.604695812632824
chr21	36153001	36153250	250	*	1	0.000449394472529217	0.634131545213226
chr21	45287751	45288000	250	*	1	0.000449394472529217	0.634131545213226
chr21	25790251	25790500	250	*	1	0.000459923573518865	0.72334991281171
chr21	25896001	25896250	250	*	1	0.000459923573518865	0.72334991281171
chr21	36420251	36420500	250	*	1	0.000459923573518865	0.72334991281171
chr21	37675001	37675250	250	*	1	0.000475540935208519	0.672102082070526
chr21	45591001	45591250	250	*	1	0.000475540935208519	0.672102082070526
chr21	29850001	29850250	250	*	1	0.000504046466793443	0.857722245675662
chr21	34073501	34073750	250	*	1	0.000504046466793443	0.857722245675662
chr21	46420501	46420750	250	*	1	0.000504046466793443	0.857722245675662
chr21	24705501	24705750	250	*	1	0.000505358355632294	1.13550084987921
chr21	31873001	31873250	250	*	1	0.000505358355632294	1.13550084987921
chr21	41746001	41746250	250	*	1	0.000505358355632294	1.13550084987921
chr21	20443501	20443750	250	*	1	0.000582672716078673	0.952549069842617
chr21	31041751	31042000	250	*	1	0.000582672716078673	0.952549069842617
chr21	31566251	31566500	250	*	1	0.000582672716078673	0.952549069842617
chr21	39089001	39089250	250	*	1	0.000582672716078673	0.952549069842617
chr21	44322251	44322500	250	*	1	0.000582672716078673	0.952549069842617
chr21	44510251	44510500	250	*	1	0.000582672716078673	0.952549069842617
chr21	42455251	42455500	250	*	1	0.000696918951777267	0.758264904041303
chr21	44302001	44302250	250	*	1	0.000696918951777267	0.758264904041303
chr21	42376751	42377000	250	*	1	0.000753169576475177	0.649102767802404
chr21	41973751	41974000	250	*	1	0.000771106134823993	0.694371390135473
chr21	45818501	45818750	250	*	1	0.000771106134823993	0.694371390135473
chr21	31086751	31087000	250	*	1	0.00101794544941934	0.806563924732777
chr21	31731251	31731500	250	*	1	0.00101794544941934	0.806563924732777
chr21	35400251	35400500	250	*	1	0.00101794544941934	0.806563924732777
chr21	31785751	31786000	250	*	1	0.00101972175230054	0.597027652993963
chr21	27759001	27759250	250	*	1	0.00102224765665899	1.30741577961256
chr21	32412751	32413000	250	*	1	0.00102224765665899	1.30741577961256
chr21	42033251	42033500	250	*	1	0.00102224765665899	1.30741577961256
chr21	29476751	29477000	250	*	1	0.00123300200850216	0.723209081706457
chr21	32921501	32921750	250	*	1	0.00123300200850216	0.723209081706457
chr21	42411501	42411750	250	*	1	0.00123300200850216	0.723209081706457
chr21	44300501	44300750	250	*	1	0.00123300200850216	0.723209081706457
chr21	29342501	29342750	250	*	1	0.00125659659906551	0.667703988129212
chr21	34670501	34670750	250	*	1	0.00125659659906551	0.667703988129212
chr21	36028251	36028500	250	*	1	0.00125659659906551	0.667703988129212
chr21	41974001	41974250	250	*	1	0.00125659659906551	0.667703988129212
chr21	14953001	14953250	250	*	1	0.00132194306423058	0.878761858922368
chr21	21751251	21751500	250	*	1	0.00132194306423058	0.878761858922368
chr21	36389751	36390000	250	*	1	0.00132194306423058	0.878761858922368
chr21	41589251	41589500	250	*	1	0.00132194306423058	0.878761858922368
chr21	26715751	26716000	250	*	1	0.00144435350155194	1.00271483920731
chr21	32414751	32415000	250	*	1	0.00144435350155194	1.00271483920731
chr21	34888751	34889000	250	*	1	0.00144435350155194	1.00271483920731
chr21	42831001	42831250	250	*	1	0.00144435350155194	1.00271483920731
chr21	42831251	42831500	250	*	1	0.00144435350155194	1.00271483920731
chr21	44455751	44456000	250	*	1	0.00144435350155194	1.00271483920731
chr21	16975001	16975250	250	*	1	0.00148943020034789	2.2490172199869
chr21	31285001	31285250	250	*	1	0.00148943020034789	2.2490172199869
chr21	39026251	39026500	250	*	1	0.00148943020034789	2.2490172199869
chr21	41045751	41046000	250	*	1	0.00148943020034789	2.2490172199869
chr21	41953751	41954000	250	*	1	0.00148943020034789	2.2490172199869
chr21	45542501	45542750	250	*	1	0.00148943020034789	2.2490172199869
chr21	45644001	45644250	250	*	1	0.00148943020034789	2.2490172199869
chr21	37366501	37366750	250	*	1	0.00173495430244427	0.607364750345044
chr21	44479751	44480000	250	*	1	0.00173495430244427	0.607364750345044
chr21	28745501	28745750	250	*	1	0.00184994906383108	0.76220060876359
chr21	31264751	31265000	250	*	1	0.00184994906383108	0.76220060876359
chr21	36501501	36501750	250	*	1	0.00184994906383108	0.76220060876359
chr21	44742501	44742750	250	*	1	0.00184994906383108	0.76220060876359
chr21	32994501	32994750	250	*	1	0.00195564350780713	0.643006143049782
chr21	43727501	43727750	250	*	1	0.00203722221680525	0.691480514067975
chr21	30839251	30839500	250	*	1	0.00269226964920632	0.818343817871301
chr21	44444501	44444750	250	*	1	0.00269226964920632	0.818343817871301
chr21	45308751	45309000	250	*	1	0.00269226964920632	0.818343817871301
chr21	44801751	44802000	250	*	1	0.00303757355768071	0.62000682878166
chr21	46325501	46325750	250	*	1	0.00303757355768071	0.62000682878166
chr21	40143751	40144000	250	*	1	0.00329643100681208	0.723037056194137
chr21	42654501	42654750	250	*	1	0.00329643100681208	0.723037056194137
chr21	43269251	43269500	250	*	1	0.00329643100681208	0.723037056194137
chr21	44012001	44012250	250	*	1	0.00329643100681208	0.723037056194137
chr21	14253251	14253500	250	*	1	0.00341774609110455	1.08397495793245
chr21	17554751	17555000	250	*	1	0.00341774609110455	0.907909741092204
chr21	21303001	21303250	250	*	1	0.00341774609110455	0.907909741092204
chr21	28522001	28522250	250	*	1	0.00341774609110455	0.907909741092204
chr21	30962001	30962250	250	*	1	0.00341774609110455	1.08397495793245
chr21	32364251	32364500	250	*	1	0.00341774609110455	1.08397495793245
chr21	34957751	34958000	250	*	1	0.00341774609110455	1.08397495793245
chr21	38251001	38251250	250	*	1	0.00341774609110455	1.08397495793245
chr21	42631251	42631500	250	*	1	0.00341774609110455	1.08397495793245
chr21	43269001	43269250	250	*	1	0.00341774609110455	0.907909741092204
chr21	21163751	21164000	250	*	1	0.0050586502704202	0.767185496928415
chr21	41283001	41283250	250	*	1	0.0050586502704202	0.767185496928415
chr21	43941751	43942000	250	*	1	0.0050586502704202	0.767185496928415
chr21	44295251	44295500	250	*	1	0.0050586502704202	0.767185496928415
chr21	14862751	14863000	250	*	1	0.00519452820826231	0.635834589385477
chr21	30194751	30195000	250	*	1	0.00519452820826231	0.635834589385477
chr21	42117751	42118000	250	*	1	0.00519452820826231	0.635834589385477
chr21	14119001	14119250	250	*	1	0.00548815504286985	0.687981233859291
chr21	25560251	25560500	250	*	1	0.00548815504286985	0.687981233859291
chr21	26169251	26169500	250	*	1	0.00548815504286985	0.687981233859291
chr21	20971501	20971750	250	*	1	0.00719888761412971	0.834122530171955
chr21	29361501	29361750	250	*	1	0.00719888761412971	0.834122530171955
chr21	30072501	30072750	250	*	1	0.00719888761412971	0.834122530171955
chr21	30434251	30434500	250	*	1	0.00719888761412971	0.834122530171955
chr21	36662001	36662250	250	*	1	0.00719888761412971	0.834122530171955
chr21	38127001	38127250	250	*	1	0.00719888761412971	0.834122530171955
chr21	39096751	39097000	250	*	1	0.00719888761412971	0.834122530171955
chr21	42861751	42862000	250	*	1	0.00719888761412971	0.834122530171955
chr21	44377501	44377750	250	*	1	0.00719888761412971	0.834122530171955
chr21	17513001	17513250	250	*	1	0.00743110926513876	1.24648399329194
chr21	21232501	21232750	250	*	1	0.00743110926513876	1.24648399329194
chr21	29115501	29115750	250	*	1	0.00743110926513876	1.24648399329194
chr21	31143001	31143250	250	*	1	0.00743110926513876	1.24648399329194
chr21	32100251	32100500	250	*	1	0.00743110926513876	1.24648399329194
chr21	32360501	32360750	250	*	1	0.00743110926513876	1.24648399329194
chr21	41320501	41320750	250	*	1	0.00743110926513876	1.24648399329194
chr21	41786501	41786750	250	*	1	0.00743110926513876	1.24648399329194
chr21	41932251	41932500	250	*	1	0.00743110926513876	1.24648399329194
chr21	45226751	45227000	250	*	1	0.00743110926513876	1.24648399329194
chr21	45643251	45643500	250	*	1	0.00743110926513876	1.24648399329194
chr21	24896001	24896250	250	*	1	0.00777306994643538	0.611136744306047
chr21	45439751	45440000	250	*	1	0.00777306994643538	0.611136744306047
chr21	14766251	14766500	250	*	1	0.00867374143761239	0.951188947260545
chr21	15553251	15553500	250	*	1	0.00867374143761239	0.951188947260545
chr21	17903251	17903500	250	*	1	0.00867374143761239	0.656252666220809
chr21	19507751	19508000	250	*	1	0.00867374143761239	0.656252666220809
chr21	25801251	25801500	250	*	1	0.00867374143761239	0.722822180959229
chr21	25887251	25887500	250	*	1	0.00867374143761239	0.951188947260545
chr21	28793251	28793500	250	*	1	0.00867374143761239	0.951188947260545
chr21	31558751	31559000	250	*	1	0.00867374143761239	0.951188947260545
chr21	32940751	32941000	250	*	1	0.00867374143761239	0.951188947260545
chr21	36585251	36585500	250	*	1	0.00867374143761239	0.722822180959229
chr21	38172001	38172250	250	*	1	0.00867374143761239	0.951188947260545
chr21	38806001	38806250	250	*	1	0.00867374143761239	0.951188947260545
chr21	42009501	42009750	250	*	1	0.00867374143761239	0.656252666220809
chr21	46153001	46153250	250	*	1	0.00867374143761239	0.951188947260545
chr21	46294751	46295000	250	*	1	0.00867374143761239	0.722822180959229
